date,nav
2024-05-23,87.2501
2024-05-24,87.1181
2024-05-27,86.8855
2024-05-28,87.425
2024-05-29,87.7916
2024-05-30,87.7625
2024-05-31,89.5738
2024-06-03,90.2771
2024-06-04,89.1611
2024-06-05,90.1121
2024-06-06,89.3749
2024-06-07,88.9718
2024-06-10,89.7858
2024-06-11,88.7791
2024-06-12,89.511
2024-06-13,90.5718
2024-06-14,90.4008
2024-06-17,91.9095
2024-06-18,92.0289
2024-06-19,92.5315
2024-06-20,91.2467
2024-06-21,91.2145
2024-06-24,90.7677
2024-06-25,91.4877
2024-06-26,91.7321
2024-06-27,92.2372
2024-06-28,90.8855
2024-07-01,90.5663
2024-07-02,90.728
2024-07-03,91.0864
2024-07-04,90.4347
2024-07-05,88.9339
2024-07-08,89.504
2024-07-09,89.3299
2024-07-10,88.4773
2024-07-11,88.6737
2024-07-12,86.873
2024-07-15,86.8561
2024-07-16,87.5422
2024-07-17,86.1876
2024-07-18,84.7546
2024-07-19,82.7691
2024-07-22,82.0714
2024-07-23,82.274
2024-07-24,81.0088
2024-07-25,80.6384
2024-07-26,81.0192
2024-07-29,81.3512
2024-07-30,81.913
2024-07-31,81.6566
2024-08-01,80.1725
2024-08-02,80.2768
2024-08-05,79.9331
2024-08-06,80.6122
2024-08-07,82.4395
2024-08-08,81.7054
2024-08-09,81.0387
2024-08-12,81.5291
2024-08-13,81.9178
2024-08-14,81.7767
2024-08-15,82.6977
2024-08-16,82.4781
2024-08-19,82.5111
2024-08-20,82.9106
2024-08-21,82.4478
2024-08-22,82.631
2024-08-23,83.3701
2024-08-26,85.0105
2024-08-27,86.0217
2024-08-28,83.5227
2024-08-29,84.1283
2024-08-30,83.6753
2024-09-02,84.149
2024-09-03,85.0641
2024-09-04,85.1229
2024-09-05,84.8868
2024-09-06,86.6046
2024-09-09,86.0753
2024-09-10,85.1838
2024-09-11,85.5188
2024-09-12,85.2307
2024-09-13,84.8145
2024-09-16,84.9644
2024-09-17,84.6057
2024-09-18,84.7848
2024-09-19,84.0431
2024-09-20,84.5181
2024-09-23,84.2751
2024-09-24,84.7399
2024-09-25,84.7752
2024-09-26,83.6943
2024-09-27,84.6429
2024-09-30,83.2444
2024-10-01,84.1583
2024-10-02,83.4574
2024-10-03,83.3435
2024-10-04,82.6377
2024-10-07,83.9997
2024-10-08,83.4928
2024-10-09,83.9715
2024-10-10,82.2906
2024-10-11,83.1563
2024-10-14,83.556
2024-10-15,85.4076
2024-10-16,85.4011
2024-10-17,85.6925
2024-10-18,85.2111
2024-10-21,84.5096
2024-10-22,85.2371
2024-10-23,86.6256
2024-10-24,86.5224
2024-10-25,85.2854
2024-10-28,84.5952
2024-10-29,84.7009
2024-10-30,84.143
2024-10-31,83.1743
2024-11-01,82.2717
2024-11-04,82.7883
2024-11-05,82.8233
2024-11-06,83.4955
2024-11-07,83.0524
2024-11-08,84.0299
2024-11-11,82.3079
2024-11-12,82.2258
2024-11-13,81.9271
2024-11-14,80.8236
2024-11-15,80.9516
2024-11-18,80.9997
2024-11-19,80.2549
2024-11-20,78.9269
2024-11-21,79.1912
2024-11-22,79.1663
2024-11-25,78.9551
2024-11-26,79.4588
2024-11-27,79.1939
2024-11-28,80.0691
2024-11-29,80.3495
2024-12-02,80.2133
2024-12-03,79.947
2024-12-04,80.8673
2024-12-05,81.8429
2024-12-06,82.1943
2024-12-09,84.2328
2024-12-10,84.8332
2024-12-11,83.6552
2024-12-12,84.0621
2024-12-13,84.343
2024-12-16,84.8012
2024-12-17,85.8096
2024-12-18,87.0502
2024-12-19,88.0714
2024-12-20,89.0567
2024-12-23,88.5248
2024-12-24,88.0399
2024-12-25,90.1833
2024-12-26,89.934
2024-12-27,89.9044
2024-12-30,90.0502
