date,open,high,low,close,volume
2024-04-09,115.5368,117.333,113.2859,115.0749,49894037
2024-04-10,116.2056,117.289,115.7578,116.8388,73020376
2024-04-11,115.9119,120.1888,111.9746,116.2404,97113458
2024-04-12,117.0391,117.1594,116.4447,116.5645,58851918
2024-04-15,115.2219,115.3222,114.5883,114.6881,64051931
2024-04-16,113.308,115.1641,112.2578,114.1065,120359148
2024-04-17,112.6947,115.5651,109.9651,112.8322,56046624
2024-04-18,115.1647,116.8603,113.2009,114.8925,95086814
2024-04-19,118.8592,119.1614,118.3724,118.6742,75021952
2024-04-22,119.3907,123.1073,114.7115,118.3972,82509884
2024-04-23,118.4636,118.828,118.3338,118.6978,34191421
2024-04-24,118.0708,118.8197,117.0184,117.7654,33280747
2024-04-25,117.2404,118.7812,116.0713,117.6085,23944517
2024-04-26,117.2417,118.0845,116.329,117.1712,26708059
2024-04-29,117.5217,117.9457,117.4091,117.8329,15427924
2024-04-30,117.5829,118.5654,116.6111,117.5936,28014228
2024-05-01,117.3929,118.0438,116.9919,117.6419,20115632
2024-05-02,117.3267,118.0062,117.0125,117.691,24686060
2024-05-03,116.9116,117.9271,115.8914,116.9068,25483670
2024-05-06,115.6625,115.812,115.2822,115.4315,14462586
2024-05-07,116.2978,116.632,115.8465,116.1803,28364683
2024-05-08,116.2507,116.5306,115.8264,116.106,20846045
2024-05-09,116.188,116.6005,115.734,116.1464,24909734
2024-05-10,115.4128,116.6317,114.2339,115.4525,26904317
2024-05-13,115.0134,116.2666,114.048,115.2988,14553267
2024-05-14,115.6339,116.4024,115.031,115.7986,21150379
2024-05-15,115.9034,117.6307,114.4759,116.1996,24277678
2024-05-16,115.4443,115.786,114.9088,115.25,23070629
2024-05-17,115.0383,115.0875,114.7879,114.837,28482123
2024-05-20,115.6549,115.8894,115.216,115.4501,20701482
2024-05-21,114.6766,115.109,114.3183,114.7505,27972626
2024-05-22,114.708,115.4166,113.6142,114.3204,18855604
2024-05-23,114.0937,114.6009,113.6252,114.1323,36089292
2024-05-24,113.2189,114.1364,112.7241,113.6398,25100033
2024-05-27,113.5882,114.3008,113.0789,113.7906,32816324
2024-05-28,115.0905,115.3006,114.4424,114.6518,15217230
2024-05-29,114.3909,115.3748,113.6385,114.6209,59532725
2024-05-30,114.6912,115.9074,113.7303,114.9444,23544397
2024-05-31,114.7351,114.88,114.4707,114.6155,31885770
2024-06-03,114.4386,114.6832,114.0834,114.3279,16991174
2024-06-04,114.9925,115.0608,114.9136,114.982,43936845
2024-06-05,115.3407,115.9428,114.6288,115.2303,33739930
2024-06-06,115.7878,116.8103,114.837,115.859,30154235
2024-06-07,115.4951,116.2804,115.0804,115.8644,26758845
2024-06-10,116.2402,116.2683,116.1876,116.2157,20380359
2024-06-11,114.1291,115.2236,113.3934,114.4855,24173256
2024-06-12,115.636,115.9971,115.2686,115.6297,16850175
2024-06-13,116.1784,117.4072,115.0711,116.2987,32837744
2024-06-14,116.7003,117.6338,116.172,117.1036,27277442
2024-06-17,116.1212,116.3544,115.6889,115.9216,32965605
2024-06-18,115.5935,115.6603,115.4011,115.4678,28976806
2024-06-19,114.1638,114.2752,114.0848,114.1962,14370617
2024-06-20,114.846,115.1125,114.1588,114.4243,25340841
2024-06-21,113.2957,113.9205,113.0396,113.6635,17908352
2024-06-24,113.5469,114.2022,112.8279,113.4828,61303684
2024-06-25,113.6905,114.2282,113.3584,113.8956,22788610
2024-06-26,113.1914,114.4241,112.3709,113.6005,24041092
2024-06-27,113.8063,114.546,112.7704,113.5082,17847973
2024-06-28,113.2808,113.5277,113.08,113.3268,20079166
2024-07-01,113.2629,113.9893,112.293,113.0179,30405102
