date,open,high,low,close,volume
2024-03-26,418.3885,436.1737,396.9549,414.5781,176895323
2024-03-27,415.6595,438.3642,396.6399,419.1834,264212884
2024-03-28,406.5502,424.7515,398.3978,416.4015,197203802
2024-03-29,405.2362,415.1362,399.7954,409.6364,324127888
2024-04-01,424.3693,442.678,401.2529,419.3449,395505897
2024-04-02,406.0524,432.5189,388.4408,414.5392,74346552
2024-04-03,417.5125,421.7408,415.8062,420.0241,182417477
2024-04-04,421.3466,428.0449,410.4975,417.1288,168545907
2024-04-05,421.9723,433.5181,412.5411,424.0406,229239352
2024-04-08,423.6055,428.9156,414.4652,419.7267,213645617
2024-04-09,412.0861,419.4173,406.6516,413.9583,174687215
2024-04-10,424.1945,432.1189,415.8698,423.7866,128127326
2024-04-11,426.1793,439.8203,404.6431,418.0231,152541023
2024-04-12,428.1362,432.6575,421.3592,425.8565,150060494
2024-04-15,427.8569,431.3743,424.7215,428.2361,297324535
2024-04-16,407.8345,409.6539,405.1167,406.9321,146015790
2024-04-17,392.9053,400.1298,390.6554,397.8517,168314492
2024-04-18,396.1151,403.9238,393.0959,400.8683,208030481
2024-04-19,400.3805,409.8371,392.1308,401.5631,134116584
2024-04-22,411.5786,412.3835,411.1357,411.9402,163185191
2024-04-23,412.8357,415.8093,409.1777,412.1463,135711701
2024-04-24,408.4476,409.5553,407.7366,408.8436,109504297
2024-04-25,411.911,411.9346,411.3973,411.421,104045353
2024-04-26,407.1373,411.3607,403.0112,407.2336,88251842
2024-04-29,408.9433,410.7327,406.6511,408.4383,105729629
2024-04-30,411.5962,416.5262,405.8137,410.7334,79252073
2024-05-01,414.2016,419.1437,409.9281,414.8634,96914807
2024-05-02,406.9425,409.9186,406.9109,409.8867,66912157
2024-05-03,409.7696,414.1961,406.8194,411.2354,88583347
2024-05-06,413.2079,415.8318,409.8237,412.4428,101987776
2024-05-07,409.5558,410.9668,408.9811,410.3909,133466463
2024-05-08,411.0636,414.9815,406.0585,409.9659,91407510
2024-05-09,416.0543,419.4246,412.5545,415.9237,81027201
2024-05-10,420.5386,422.1238,419.6063,421.19,79754849
2024-05-13,427.1919,428.1106,424.7529,425.6683,69390419
2024-05-14,421.8429,425.0151,419.2431,422.4118,73587385
2024-05-15,425.662,428.9755,422.8732,426.1833,61509197
2024-05-16,423.7215,428.3806,419.3076,423.9641,93384715
2024-05-17,430.3746,430.8737,427.1447,427.6407,70476784
2024-05-20,425.796,427.0317,423.4416,424.6739,129328584
2024-05-21,422.6688,426.2819,421.2812,424.887,80095806
2024-05-22,421.5231,424.7967,418.9599,422.2291,99753658
2024-05-23,422.1741,427.1854,419.5059,424.5025,127077874
2024-05-24,431.583,432.0722,431.3958,431.885,47394857
2024-05-27,434.1064,438.2155,431.9406,436.0401,93259573
2024-05-28,439.6225,443.7493,435.3685,439.4942,56475422
2024-05-29,440.1783,440.2645,439.4285,439.5145,106161449
2024-05-30,439.8872,441.1644,438.3242,439.6005,103209878
2024-05-31,441.3324,441.8352,440.1586,440.6607,59851471
2024-06-03,443.0808,444.2878,441.5565,442.7626,116935300
2024-06-04,443.5716,447.0592,440.3335,443.8193,54821436
2024-06-05,443.2194,451.8173,436.1598,444.7336,105506287
2024-06-06,445.9528,456.6046,437.0634,447.6808,73652914
2024-06-07,450.7232,451.0036,449.4137,449.6935,89099551
2024-06-10,455.576,457.0551,453.7849,455.263,89800679
2024-06-11,452.9521,454.8762,452.8253,454.7488,80745244
2024-06-12,446.886,448.1341,444.4541,445.6988,50153655
2024-06-13,447.889,450.4486,444.4071,446.9614,76359741
2024-06-14,447.8148,454.9168,442.8851,449.9634,95050942
2024-06-17,454.2851,457.8255,448.9972,452.5238,70534485
2024-06-18,451.0318,462.6921,440.1079,451.7508,98211188
2024-06-19,449.2143,451.7954,446.3546,448.9341,97413072
2024-06-20,450.1132,453.4222,447.5806,450.8853,50132437
2024-06-21,454.2756,460.3657,447.9136,454.0,120828568
2024-06-24,455.4385,458.375,452.5267,455.463,53487654
2024-06-25,457.4843,462.2535,452.6494,457.418,71168433
2024-06-26,457.2667,465.1254,452.1548,459.9832,109930351
2024-06-27,458.3318,462.1577,455.3907,459.2109,68200358
2024-06-28,456.1349,466.1694,445.5795,455.6022,67036310
2024-07-01,453.7543,455.5398,451.5146,453.2984,85325234
2024-07-02,450.0044,454.5864,448.379,452.9504,53908413
2024-07-03,453.1284,457.1763,447.0861,451.116,63112840
2024-07-04,452.4734,457.6223,444.9068,450.0278,88073616
2024-07-05,450.2627,454.562,445.5818,449.8774,61414811
2024-07-08,456.5936,458.6687,453.0929,455.1615,61108569
2024-07-09,452.4601,454.948,449.387,451.8716,107323565
2024-07-10,452.5743,453.7062,451.507,452.6387,110792428
2024-07-11,449.6378,450.8529,447.9166,449.1303,92414841
2024-07-12,451.9438,458.2554,444.6023,450.8993,75659124
2024-07-15,451.3337,453.9089,448.1866,450.7585,86133489
2024-07-16,452.5034,452.5583,451.3396,451.3944,90344341
2024-07-17,448.5407,451.1699,445.5565,448.1837,104114854
2024-07-18,444.9517,452.2582,438.3436,445.6399,67238450
2024-07-19,448.678,450.3966,446.5187,448.2356,51795469
2024-07-22,445.9508,451.4408,443.9834,449.4579,65006603
2024-07-23,450.2425,450.8954,445.7405,446.3878,117234267
2024-07-24,450.808,455.7905,445.0897,450.0639,84256247
2024-07-25,450.5869,456.6066,443.914,449.9249,52664817
2024-07-26,451.2648,452.4161,451.2445,452.3958,83840821
2024-07-29,454.0177,457.4624,450.3784,453.8217,142111351
2024-07-30,461.2335,461.4508,459.5393,459.7559,89633256
2024-07-31,464.9232,467.5098,463.0538,465.6375,92396614
2024-08-01,472.3694,473.0298,470.8032,471.4624,143964367
2024-08-02,468.7056,470.3072,468.6892,470.2907,103773202
2024-08-05,474.1895,476.0111,473.4605,475.2804,63830408
2024-08-06,475.314,477.3136,471.7321,473.7251,87193648
2024-08-07,474.0163,479.9599,469.3068,475.2383,57946951
2024-08-08,476.3502,481.9151,471.3751,476.9339,71996069
2024-08-09,480.5225,483.7532,477.9348,481.162,79382049
2024-08-12,478.6673,479.5491,477.8262,478.708,69094259
2024-08-13,474.2726,478.0896,472.839,476.6488,129327712
2024-08-14,475.7536,479.4904,473.2114,476.9418,68666277
2024-08-15,481.61,485.2788,479.674,483.3358,50845659
2024-08-16,491.3529,496.0555,487.5689,492.2645,87397057
2024-08-19,491.8647,493.7582,490.3489,492.2413,46542017
2024-08-20,487.5351,494.9382,480.9577,488.3498,75769294
2024-08-21,483.1951,487.681,479.5322,484.0119,74288871
2024-08-22,480.8489,483.0613,480.0876,482.2976,67555223
2024-08-23,480.0701,481.2156,479.6334,480.7782,74708298
2024-08-26,477.4412,478.4723,475.3032,476.3319,113332530
2024-08-27,480.8544,482.5056,479.577,481.2272,78802239
2024-08-28,485.0798,486.1726,482.5388,483.6283,45553355
2024-08-29,486.2072,488.921,484.6744,487.3845,95660924
2024-08-30,493.5078,494.5755,491.3223,492.3876,129277106
2024-09-02,489.3145,494.2739,484.0585,489.0148,70541665
2024-09-03,482.9074,484.5345,481.9536,483.5793,85057545
2024-09-04,481.6175,485.3407,480.1267,483.8431,104261858
2024-09-05,484.1446,490.206,475.4739,481.5022,111822192
2024-09-06,484.2693,485.5256,482.1459,483.3999,62251519
2024-09-09,485.3021,491.004,478.246,483.9318,47931207
2024-09-10,491.6716,493.4797,488.8001,490.6042,158139370
2024-09-11,491.646,494.1527,488.621,491.125,64039974
2024-09-12,491.4751,491.7528,491.2347,491.5124,84996520
2024-09-13,492.7338,493.7483,492.1782,493.1922,80320396
2024-09-16,498.0299,498.3106,497.7041,497.9848,41060689
2024-09-17,499.0501,501.3889,495.2498,497.5817,61826092
2024-09-18,495.0713,497.0873,493.9693,495.9833,68365172
2024-09-19,502.015,504.4789,500.1358,502.5975,86341699
2024-09-20,497.1955,503.2656,495.6326,501.6886,54027451
2024-09-23,505.5526,509.7945,500.3359,504.5695,87984160
2024-09-24,500.7057,502.832,499.3196,501.4439,75173920
2024-09-25,506.9865,507.6665,505.2447,505.9232,94690883
2024-09-26,497.6533,501.6781,495.2257,499.2428,73753723
2024-09-27,500.8941,511.0026,489.1471,499.2218,104942993
2024-09-30,498.4472,499.0583,497.0299,497.64,97078387
2024-10-01,496.8997,498.3577,496.3203,497.7773,105623084
2024-10-02,489.0821,502.4381,478.8877,492.1792,118188446
2024-10-03,488.299,493.2827,481.8136,486.7819,77590439
2024-10-04,496.6303,499.9198,495.0413,498.3254,93342152
2024-10-07,497.0287,502.1162,491.3885,496.4703,58425155
2024-10-08,498.2124,504.9953,493.8468,500.6088,56412899
2024-10-09,499.2263,503.6521,497.3526,501.7689,64491476
2024-10-10,501.3974,503.0913,500.0699,501.7628,101197191
2024-10-11,500.621,503.0359,499.1974,501.6095,82381360
2024-10-14,503.7029,503.8071,502.0454,502.1493,80530476
2024-10-15,501.2028,502.431,499.6118,500.839,75134559
2024-10-16,500.6135,503.9008,498.3192,501.602,103081607
2024-10-17,502.0038,503.3378,501.0793,502.4126,134080605
2024-10-18,506.9644,508.8103,506.0635,507.9077,60608316
2024-10-21,512.6837,517.1084,505.7484,510.1513,72342855
2024-10-22,510.677,514.0715,505.6401,509.0237,75369672
2024-10-23,513.354,514.4026,509.2044,510.2466,87069162
2024-10-24,509.1516,511.1273,507.3829,509.3579,72298874
2024-10-25,499.4301,500.3671,498.7038,499.6405,91422413
2024-10-28,502.8512,508.2974,495.1256,500.5469,82838047
2024-10-29,501.6398,512.0849,489.3784,499.7849,60453304
2024-10-30,503.5754,507.7753,500.1851,504.3797,56417676
2024-10-31,508.3813,513.1659,503.9161,508.6979,122504407
2024-11-01,506.2819,511.299,504.9174,509.9248,137821937
2024-11-04,515.6905,520.2743,508.7371,513.2997,78338529
2024-11-05,509.4535,510.9809,507.6992,509.2259,91857741
2024-11-06,509.1351,509.7226,508.5348,509.1222,102485278
2024-11-07,511.9857,516.7988,507.4982,512.3085,82651486
2024-11-08,511.1417,516.6749,508.4521,513.9704,72442544
2024-11-11,513.4712,516.2179,507.9209,510.6525,73638289
2024-11-12,513.8768,521.8644,508.9639,516.9223,84227418
2024-11-13,517.9147,518.4546,514.2631,514.7997,107001933
2024-11-14,516.3446,521.6462,507.4128,512.6768,48945435
2024-11-15,515.3737,522.6032,510.276,517.4846,81808402
2024-11-18,516.5939,520.3698,514.5675,518.3366,77434581
2024-11-19,519.6917,523.8136,515.9939,520.1128,70652509
2024-11-20,526.7762,527.3675,522.396,522.983,76581914
2024-11-21,525.3053,529.187,523.8701,527.7452,86146413
2024-11-22,529.7862,530.5336,527.4708,528.2159,86469020
2024-11-25,522.9504,528.3674,518.1238,523.5354,94144191
2024-11-26,526.7638,530.6321,523.1249,526.9917,131921130
2024-11-27,530.2124,532.1616,526.967,528.9115,47353698
2024-11-28,526.6103,530.4218,521.1544,524.9539,49191110
2024-11-29,527.1589,529.1696,523.7595,525.7649,51269729
2024-12-02,529.4432,531.7488,523.9099,526.2014,94982634
2024-12-03,525.3018,530.1485,520.8552,525.6985,63325942
2024-12-04,532.3072,534.2912,529.1463,531.126,74999904
2024-12-05,528.247,535.4413,522.6538,529.8314,129587642
2024-12-06,527.3523,534.8762,521.3206,528.8276,81473694
2024-12-09,529.0413,532.8053,525.3659,529.1293,77926444
2024-12-10,524.4131,531.1313,519.0027,525.7076,137352336
2024-12-11,526.901,528.8336,526.7102,528.6422,60157400
2024-12-12,536.3904,538.4247,531.234,533.2565,75594296
2024-12-13,538.7117,538.8176,537.9044,538.0103,55901012
2024-12-16,531.1909,533.0307,529.887,531.7255,72676954
2024-12-17,523.2039,531.286,517.3827,525.4399,65976306
2024-12-18,525.6796,525.7774,525.1995,525.2973,162090140
2024-12-19,517.9776,523.733,514.0979,519.8394,72226748
2024-12-20,515.2084,518.7754,512.3035,515.8668,98090902
2024-12-23,516.7126,527.1943,505.5035,515.9701,91616047
2024-12-24,518.1482,523.1536,509.7064,514.6783,71381734
2024-12-25,511.897,519.8519,503.4205,511.3671,106547879
2024-12-26,511.2246,515.172,507.7348,511.6791,63646162
2024-12-27,504.773,509.404,502.6265,507.2471,109338061
2024-12-30,500.2987,504.0481,499.7847,503.5308,69352108
