date,open,high,low,close,volume
2024-05-10,89.2032,89.5164,88.8447,89.1578,70513635
2024-05-13,88.9803,89.0351,88.5528,88.6074,33555791
2024-05-14,88.6224,89.1487,88.473,88.9986,29601043
2024-05-15,89.5635,89.8088,89.1618,89.4066,26027326
2024-05-16,89.5686,90.1768,89.2137,89.821,55114936
2024-05-17,89.6315,89.9058,89.42,89.6942,62775291
2024-05-20,90.3682,91.0083,89.833,90.4724,60395426
2024-05-21,90.4921,91.1897,89.717,90.414,28847387
2024-05-22,89.5532,89.6025,89.5457,89.595,43227204
2024-05-23,88.8637,89.7242,88.356,89.2145,68383532
2024-05-24,89.7291,91.0249,88.7937,90.0858,44342384
2024-05-27,89.2366,91.2853,87.6108,89.652,37442301
2024-05-28,88.849,89.2884,88.737,89.1761,38481949
2024-05-29,89.6552,90.1132,88.9697,89.4265,70154053
2024-05-30,89.5516,90.3879,88.8254,89.6609,43775525
2024-05-31,89.4274,90.7612,88.3685,89.6991,35627212
2024-06-03,90.004,90.5706,89.3657,89.9319,56274977
2024-06-04,89.8036,90.1653,89.4501,89.8118,26815732
2024-06-05,89.0458,89.2411,88.9187,89.1139,49587612
2024-06-06,88.8554,89.5613,88.4742,89.1787,43216831
2024-06-07,88.6209,88.6835,88.44,88.5025,32628516
2024-06-10,88.2151,89.2656,87.4843,88.5322,59114542
2024-06-11,88.4041,88.9103,87.8152,88.3209,43268589
2024-06-12,87.8243,87.985,87.4178,87.5781,79229569
2024-06-13,88.5619,89.0763,87.4616,87.9726,34198372
2024-06-14,87.6905,88.5031,87.4187,88.2296,42934076
2024-06-17,87.5638,89.2099,86.5457,88.1846,32352599
2024-06-18,89.124,89.1494,88.9895,89.0148,17526421
2024-06-19,88.7694,89.3912,87.694,88.3126,70967983
2024-06-20,88.2572,90.1209,86.5949,88.4549,55037998
2024-06-21,87.5321,88.2456,87.3619,88.0744,72129111
2024-06-24,87.313,87.3847,87.2273,87.299,31599418
2024-06-25,88.0699,88.6931,87.2677,87.8896,32316174
2024-06-26,87.7283,88.2222,87.3245,87.818,25660841
2024-06-27,88.3539,88.7171,87.9486,88.3116,93575750
2024-06-28,88.3873,88.7381,88.2318,88.5822,57387780
2024-07-01,89.4807,89.7119,89.3497,89.5807,75459978
