date,open,high,low,close,volume
2024-03-15,76.8089,77.76,75.7903,76.7405,17612853
2024-03-18,76.5939,77.2747,75.9088,76.5894,11889842
2024-03-19,75.8698,76.8506,75.6424,76.6209,20442226
2024-03-20,76.8716,77.3176,76.7184,77.1639,12355009
2024-03-21,76.6707,77.1684,76.3513,76.8483,17273187
2024-03-22,76.7418,77.3596,76.0387,76.6558,15808532
2024-03-25,74.6362,75.4186,74.2889,75.0693,15201148
2024-03-26,76.4274,79.0704,73.4763,76.1082,81813525
2024-03-27,75.1324,76.1547,74.319,75.3391,44559667
2024-03-28,77.031,78.9226,74.585,76.4626,44114885
2024-03-29,74.5057,74.8666,74.4132,74.7737,39833478
2024-04-01,77.458,80.7562,73.2828,76.542,41095249
2024-04-02,78.0871,82.7827,72.7705,77.4264,43561626
2024-04-03,77.4235,84.1804,69.8112,76.4863,48843686
2024-04-04,74.391,74.9947,72.539,73.1325,32606211
2024-04-05,74.6418,75.8705,73.5154,74.7426,47070169
2024-04-08,73.4743,74.3585,72.0997,72.9779,44642735
2024-04-09,72.5476,73.9953,72.1253,73.5671,38804521
2024-04-10,70.0212,71.9654,69.1856,71.1167,40132329
2024-04-11,67.9564,71.3027,65.2877,68.6083,53478638
2024-04-12,68.9799,70.6278,66.6413,68.2723,38109430
2024-04-15,67.4312,69.1397,65.6379,67.3441,46598475
2024-04-16,68.8362,71.2433,66.4098,68.8162,49577942
2024-04-17,68.9884,71.0993,67.0743,69.1799,49868066
2024-04-18,69.0021,70.0518,67.2013,68.2394,33881801
2024-04-19,69.4097,69.6507,67.6287,67.8643,31821673
2024-04-22,66.1756,69.3568,63.8434,66.9957,81515981
2024-04-23,67.6848,68.1905,67.2801,67.7851,15417598
2024-04-24,68.2525,69.3737,67.1921,68.3124,13827884
2024-04-25,69.383,70.0233,68.6572,69.2968,22222327
2024-04-26,69.1421,69.7801,68.608,69.2451,14426881
2024-04-29,69.3267,69.5267,68.9913,69.1909,29225851
2024-04-30,69.9838,70.5576,69.3746,69.948,14769409
2024-05-01,70.2771,70.5872,70.2577,70.5677,22617812
2024-05-02,69.9583,70.7158,69.5638,70.3193,12733473
2024-05-03,70.6711,71.0422,69.8624,70.2312,17539861
2024-05-06,69.6268,69.8354,68.8676,69.0746,20881060
2024-05-07,69.8175,70.3376,69.3191,69.8391,13962821
2024-05-08,70.0679,71.1222,68.8737,69.9259,14181149
2024-05-09,70.1986,70.4737,69.6699,69.944,18985782
2024-05-10,69.8886,69.9148,69.8289,69.8551,12011496
2024-05-13,68.8714,68.9783,68.8652,68.972,28342043
2024-05-14,69.7891,70.1664,69.4972,69.8742,10022786
2024-05-15,68.9798,69.1492,68.7583,68.9276,20532485
2024-05-16,70.2134,70.7559,69.3743,69.9146,16782852
2024-05-17,70.5822,71.419,70.2612,71.0956,16083681
2024-05-20,70.4563,70.7188,70.1707,70.4332,12702832
2024-05-21,69.8612,70.8816,68.8747,69.8947,15148168
2024-05-22,69.6492,69.7791,69.6467,69.7766,19740562
2024-05-23,70.9259,71.4319,70.4658,70.9715,18625082
2024-05-24,70.2965,71.2528,69.2648,70.2201,26342526
2024-05-27,70.802,71.8916,69.6328,70.7212,12948921
2024-05-28,70.7198,71.0386,70.2329,70.5509,25595938
2024-05-29,71.0121,71.7391,69.7722,70.4939,20656135
2024-05-30,70.3659,71.5023,69.7807,70.9125,21920968
2024-05-31,70.9381,71.9838,70.4068,71.4488,18538058
2024-06-03,71.4349,72.5184,70.8255,71.9051,22817742
2024-06-04,73.1372,73.9533,72.139,72.9531,11577941
2024-06-05,72.589,73.6485,71.7825,72.8392,20283184
2024-06-06,73.1623,73.8276,72.5671,73.2318,15730669
2024-06-07,73.2511,73.4291,72.5587,72.7354,19395120
2024-06-10,72.2959,72.5248,72.0476,72.2765,22648255
2024-06-11,72.235,72.5084,71.9896,72.2629,14073311
2024-06-12,72.4331,72.4528,71.8426,71.8621,21336686
2024-06-13,71.0254,72.3033,70.0504,71.3242,15064327
2024-06-14,72.2563,72.4155,72.1574,72.3165,21489752
2024-06-17,72.1687,72.9186,71.803,72.551,13704925
2024-06-18,72.2931,72.6633,72.0255,72.3953,14240502
2024-06-19,71.4878,72.1231,71.0568,71.6909,12674695
2024-06-20,72.5725,72.9926,71.4112,71.827,23981902
2024-06-21,71.1341,72.2199,70.1567,71.2411,20267515
2024-06-24,71.2561,72.1198,70.182,71.0432,17687757
2024-06-25,71.438,72.2835,70.4522,71.2959,9265598
2024-06-26,72.3104,72.6809,72.0618,72.4318,17234191
2024-06-27,72.9273,73.6087,71.9429,72.6214,17909782
2024-06-28,72.2418,72.8255,71.9029,72.4854,19606594
2024-07-01,72.0041,72.3783,71.3025,71.675,21735216
