date,open,high,low,close,volume
2024-04-02,103.7464,105.3968,100.3673,101.9897,92606393
2024-04-03,100.1499,104.7722,95.1848,99.7905,58709212
2024-04-04,103.3651,104.9653,99.9258,101.4971,62472934
2024-04-05,97.1984,99.9046,96.2783,98.9677,80060082
2024-04-08,94.7796,97.3146,93.275,95.7939,75596799
2024-04-09,99.7022,101.3841,97.3175,98.9873,105461865
2024-04-10,94.1195,95.021,93.4511,94.351,43162598
2024-04-11,93.705,93.7876,93.4187,93.5012,57837130
2024-04-12,86.0432,89.351,85.1457,88.4286,98756280
2024-04-15,88.7924,91.5652,86.0834,88.8543,94393150
2024-04-16,90.4761,93.1898,88.6651,91.3611,59979497
2024-04-17,88.5279,90.9917,88.1807,90.6363,50952540
2024-04-18,87.3823,91.0213,85.1982,88.8018,55316506
2024-04-19,86.1864,88.0903,84.884,86.779,82721763
2024-04-22,85.0037,87.3001,83.5537,85.8359,68350049
2024-04-23,85.2842,85.7425,84.4204,84.8765,25446046
2024-04-24,86.1112,86.3322,85.6627,85.8831,33232814
2024-04-25,86.1957,87.5172,85.6579,86.9745,44945659
2024-04-26,88.0544,88.7432,87.2754,87.9635,30613744
2024-04-29,88.008,88.4844,87.8268,88.3026,29653030
2024-04-30,88.1832,88.8085,86.9056,87.5262,24905752
2024-05-01,87.669,88.5512,86.1048,86.98,17297102
2024-05-02,87.5828,88.9964,86.8037,88.2118,21685116
2024-05-03,88.2743,89.2156,86.8743,87.8107,24305543
2024-05-06,89.1655,89.2266,88.9484,89.0094,22344067
2024-05-07,88.3973,89.9046,87.3026,88.8049,20596345
2024-05-08,88.5196,89.3151,88.356,89.1503,26441299
2024-05-09,88.5989,89.1141,88.5967,89.1118,37433439
2024-05-10,89.4089,89.8291,88.5619,88.9801,36946327
2024-05-13,89.0015,89.4525,88.9058,89.3564,35711795
2024-05-14,89.8499,90.7408,88.306,89.1902,31814033
2024-05-15,89.36,91.6404,87.0312,89.3103,31669417
2024-05-16,89.7463,90.8167,88.04,89.1027,18378854
2024-05-17,89.294,90.5108,88.5694,89.7823,48421051
2024-05-20,89.0179,89.9636,88.2327,89.1769,34876936
2024-05-21,89.9671,90.6022,89.5852,90.2192,36324356
2024-05-22,90.7557,91.7757,89.0081,90.0199,23487750
2024-05-23,90.4718,91.4241,89.694,90.6448,27732816
2024-05-24,89.9602,90.4971,88.8952,89.4289,27604537
2024-05-27,88.3162,89.6167,87.8776,89.1739,38087621
2024-05-28,89.7489,90.5201,88.6525,89.4208,54345440
2024-05-29,90.5223,91.9717,88.7034,90.1469,30297822
2024-05-30,90.4869,92.091,89.3792,90.9772,36881327
2024-05-31,92.665,92.8355,91.6693,91.8384,21701158
2024-06-03,91.4261,92.1498,90.5485,91.2711,23309728
2024-06-04,91.1886,91.7707,90.6365,91.2185,32007295
2024-06-05,91.3924,92.2765,90.3058,91.1879,37752568
2024-06-06,91.3885,93.0374,89.4061,91.0488,31492500
2024-06-07,91.5974,91.9894,91.5818,91.9737,23816196
2024-06-10,92.6543,93.9696,91.5738,92.8865,32813695
2024-06-11,91.2709,92.4815,90.9443,92.1517,23286851
2024-06-12,91.7032,91.9719,91.6036,91.8721,25910493
2024-06-13,91.9457,92.8908,90.8986,91.8426,34957022
2024-06-14,91.91,92.9381,91.3418,92.3671,32983303
2024-06-17,90.2505,91.0523,90.0006,90.8009,35951220
2024-06-18,90.9765,92.7129,89.2218,90.9578,27330146
2024-06-19,90.5001,90.8749,90.0478,90.4224,30518338
2024-06-20,91.1963,92.623,90.2711,91.6928,20068618
2024-06-21,91.7557,93.0435,91.1925,92.4759,19687708
2024-06-24,93.2572,93.8821,92.3687,92.9919,34498287
2024-06-25,93.2254,93.6338,92.6383,93.0459,24774931
2024-06-26,92.7696,94.7166,91.0379,92.981,29657747
2024-06-27,92.6571,93.1782,91.225,91.7409,33060399
2024-06-28,92.0211,92.7874,91.7484,92.5131,21548831
2024-07-01,92.9033,93.7753,91.7667,92.6362,13644299
